location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex
Балашиха,1,3,3,54.8,5999000,1961,Вторичка,-1,-1,-1,"37,4 м²",7 м²,"2,8 м", Главная,15А,0
Балашиха,2,9,3,90.8,16600000,-1,Вторичка,1 лоджия,-1,-1,"55,9 м²","11,7 м²",-1, Колхозная,12к2,0
Балашиха,5,15,3,77.5,10500000,2023,Вторичка,4 лоджии,Наземная,-1,47 м²,"14,2 м²","2,8 м",Балашихинское шоссе,8к2,0
Балашиха,3,9,3,55.9,7200000,-1,Вторичка,1 балкон,-1,-1,"33,9 м²","6,5 м²",-1, Твардовского,5,0
Балашиха,1,17,3,82.0,11900000,2005,Вторичка,2 лоджии,Наземная,-1,"54,2 м²",10 м²,"2,74 м", Твардовского,22,0
Балашиха,2,22,3,87.7,10000000,2021,Вторичка,1 лоджия,Наземная,-1,-1,20 м²,"2,8 м",шоссе Косинское,6,Новоград Павлино
Балашиха,1,9,3,62.4,7750000,-1,Вторичка,1 лоджия,Наземная,-1,"38,6 м²",9 м²,-1,Звездная ,2,0
Балашиха,1,10,3,82.1,10200000,-1,Вторичка,1 лоджия,-1,-1,51 м²,12 м²,-1, Детская,11к1,0
Балашиха,10,14,3,63.7,10200000,1992,Вторичка,1 балкон,Наземная,-1,"40,4 м²","7,8 м²","2,85 м",0,1,0
Балашиха,5,18,3,75.0,10200000,-1,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,48 м²,12 м²,-1, Летная,1,0
Балашиха,14,17,3,83.7,10200000,2014,Вторичка,"1 лоджия, 1 балкон",-1,-1,"48,3 м²","10,7 м²",-1, Брагина,3,Леоновский парк
Балашиха,4,17,3,60.0,10150000,2020,Вторичка,-1,-1,-1,28 м²,18 м²,"2,8 м", Корнилаева,1,0
Балашиха,7,17,3,72.0,10300000,2011,Вторичка,1 лоджия,-1,-1,"42,9 м²","11,4 м²","2,7 м", Колдунова,10,0
Балашиха,8,25,3,105.4,10500000,2019,Вторичка,2 лоджии,Наземная,-1,-1,20 м²,"2,8 м", Соловьева,2,Леоновский парк
Балашиха,5,5,3,75.4,10500000,-1,Вторичка,2 балкона,Наземная,-1,51 м²,"8,5 м²","3,2 м",шоссе Энтузиастов,7/1,0
Балашиха,3,17,3,78.0,10450000,-1,Вторичка,1 лоджия,Наземная,-1,48 м²,10 м²,-1, Кожедуба,6,0
Балашиха,5,15,3,72.9,10500000,2023,Вторичка,4 лоджии,-1,-1,47 м²,"14,2 м²","2,7 м",Балашихинское шоссе,8к2,0
Балашиха,2,3,3,94.0,10500000,-1,Вторичка,2 балкона,-1,-1,"56,5 м²",14 м²,-1, Черняховского,20,0
Балашиха,13,15,3,77.2,10500000,2023,Вторичка,4 лоджии,Наземная,-1,47 м²,"15,2 м²","2,75 м",Балашихинское шоссе,8к2,0
Балашиха,11,25,3,78.0,10500000,Позвоните автору,Вторичка,-1,-1,-1,48 м²,12 м²,-1,Балашихинское шоссе,10,Лесной городок
Балашиха,20,22,3,67.0,10600000,2018,Вторичка,1 балкон,Открытая,-1,42 м²,20 м²,"2,8 м", Бояринова,11,Новоград Павлино
Балашиха,6,17,3,73.7,10600000,2005,Вторичка,1 лоджия,Наземная,-1,"42,9 м²",12 м²,"2,7 м",0,13,0
Балашиха,13,21,3,72.0,10600000,2015,Вторичка,1 лоджия,-1,-1,-1,"11,5 м²","2,8 м", Дмитриева,26,Алексеевская роща
Балашиха,22,22,3,79.4,10700000,2012,Вторичка,2 лоджии,-1,-1,42 м²,11 м²,"2,78 м", Летная,5/5,0
Балашиха,13,17,3,76.2,10700000,2005,Вторичка,2 лоджии,Наземная,-1,"52,3 м²","10,7 м²","2,74 м", Твардовского,18,0
Балашиха,7,14,3,72.0,10650000,2011,Вторичка,1 лоджия,Открытая,-1,"42,9 м²","11,4 м²","2,7 м", Колдунова,10,0
Балашиха,17,25,3,73.6,10800000,2014,Вторичка,1 лоджия,-1,-1,"48,2 м²","9,9 м²","2,7 м", Дмитриева,8,Алексеевская роща
Балашиха,2,3,3,98.0,10750000,2023,Вторичка,"1 лоджия, 1 балкон",-1,-1,60 м²,15 м²,-1, Черняховского,20,0
Балашиха,7,17,3,78.2,10750000,2006,Вторичка,2 лоджии,Наземная,-1,45 м²,10 м²,"2,7 м", Свердлова,38,0
Балашиха,12,25,3,81.7,12650000,2012,Вторичка,1 балкон,-1,-1,"46,1 м²","10,7 м²",-1,Заречная ,17,Весна
Балашиха,1,4,3,66.0,7500000,1959,Вторичка,-1,Наземная,-1,54 м²,7 м²,"2,5 м", Карла Маркса,14,0
Балашиха,3,5,3,57.8,7900000,1966,Вторичка,1 балкон,Наземная,-1,38 м²,8 м²,"2,64 м", Победы,8,0
Балашиха,4,5,3,59.6,8500000,1972,Вторичка,1 балкон,Наземная,-1,"42,4 м²",6 м²,-1,0,6,0
Балашиха,2,18,3,88.0,11700000,2021,Вторичка,1 балкон,-1,-1,58 м²,12 м²,"2,8 м",шоссе Косинское,10,Новоград Павлино
Балашиха,4,4,3,82.0,13700000,2011,Вторичка,-1,-1,-1,70 м²,2 м²,-1, Черняховского,18,0
Балашиха,2,5,3,52.0,6900000,1969,Вторичка,-1,-1,-1,-1,6 м²,-1, Гагарина,6,0
Балашиха,5,14,3,80.8,13700000,-1,Вторичка,2 лоджии,Открытая,-1,45 м²,12 м²,"2,75 м", Юбилейная,8к1,0
Балашиха,12,27,3,87.6,13990000,2015,Вторичка,1 лоджия,Наземная,-1,"25,8 м²",30 м²,"2,5 м",проспект Ленина,82к2,Жемчужина Виктории
Балашиха,12,17,3,78.1,11100000,2011,Вторичка,1 лоджия,-1,-1,"48,7 м²","9,4 м²",-1, Колдунова,10,0
Балашиха,15,17,3,76.0,16100000,2006,Вторичка,3 лоджии,Наземная,-1,52 м²,13 м²,"2,74 м",0,35,0
Балашиха,4,19,3,107.0,10990000,2013,Вторичка,1 лоджия,Наземная,-1,"56,1 м²","13,7 м²","2,8 м", Лукино,55а,20 Парковая
Балашиха,15,17,3,79.0,12200000,2015,Вторичка,3 лоджии,Наземная,-1,43 м²,11 м²,-1,0,7,0
Балашиха,1,2,3,276.9,29999999,1991,Вторичка,-1,-1,-1,62 м²,"30,7 м²","2,95 м", Чаплыгина,1,0
Балашиха,19,22,3,75.0,9800000,2012,Вторичка,1 лоджия,-1,-1,42 м²,"10,5 м²","2,78 м", Летная,8/7,0
Балашиха,1,17,3,67.8,9300000,-1,Вторичка / Апартаменты,-1,-1,-1,"45,3 м²",8 м²,-1, Корнилаева,28,0
Балашиха,14,17,3,80.9,12100000,2016,Вторичка,"1 лоджия, 1 балкон",Открытая,-1,48 м²,14 м²,"2,7 м",проспект Героев,5,0
Балашиха,3,25,3,86.5,12500000,2015,Вторичка,-1,Наземная,-1,"45,5 м²",15 м²,-1, Твардовского,42,Южная звезда
Балашиха,13,15,3,73.6,11300000,1999,Вторичка,3 лоджии,Наземная,-1,"40,7 м²","8,4 м²","1,65 м", Октябрьская,25к3,0
Балашиха,12,16,3,105.6,14990000,2002,Вторичка,-1,-1,-1,63 м²,13 м²,-1,Спортивная ,7,0
Балашиха,12,25,3,81.7,12650000,2012,Вторичка,1 лоджия,-1,-1,"46,1 м²","10,7 м²",-1,Заречная ,17,Весна
Балашиха,4,9,3,60.7,8100000,1978,Вторичка,1 лоджия,-1,-1,"38,4 м²","8,4 м²","2,6 м", Новая,36,0
Балашиха,5,9,3,95.5,12000000,2011,Вторичка,2 лоджии,Открытая,-1,"50,5 м²",15 м²,"2,8 м", Ситникова,6,Новое Измайлово
Балашиха,7,9,3,67.3,9990000,1987,Вторичка,1 лоджия,Наземная,-1,44 м²,7 м²,"2,5 м",0,9,0
Балашиха,1,5,3,56.7,7000000,1968,Вторичка,-1,-1,-1,38 м²,6 м²,"2,7 м", Пионерская,24,0
Балашиха,16,22,3,97.0,13250000,2014,Вторичка,-1,Подземная,-1,37 м²,27 м²,3 м, Чистопольская,30,Эдельвейс-Комфорт
Балашиха,10,17,3,75.0,12200000,1995,Вторичка,1 балкон,Наземная,-1,47 м²,11 м²,"2,7 м", Центральная,35,0
Балашиха,3,9,3,66.0,8900000,1971,Вторичка,2 лоджии,Наземная,-1,44 м²,7 м²,-1,Северный проезд,7,0
Балашиха,12,17,3,76.4,8616000,2015,Вторичка,1 лоджия,Наземная,-1,44 м²,"10,7 м²",-1, Лесопарковая,18,0
Балашиха,9,25,3,67.3,13499999,2020,Вторичка,-1,Наземная,-1,36 м²,15 м²,"2,66 м", Реутовская,11,Измайловский лес
Балашиха,12,14,3,64.3,10000000,-1,Вторичка,1 балкон,-1,-1,"39,4 м²",8 м²,"2,8 м",0,5,0
Балашиха,10,26,3,77.5,11650000,2013,Вторичка,1 лоджия,-1,-1,"41,3 м²","16,5 м²","2,8 м",Балашихинское шоссе,12,Лесной городок
Балашиха,4,17,3,97.6,12000000,2009,Вторичка,2 лоджии,Наземная,-1,"52,7 м²","12,6 м²","2,7 м", 40 лет Победы,33,"Балашиха, мкр. 22"
Балашиха,9,9,3,65.4,7990000,1975,Вторичка,1 балкон,Наземная,-1,42 м²,"7,9 м²","2,5 м",шоссе Энтузиастов,68,0
Балашиха,1,5,3,62.7,8499000,1976,Вторичка,-1,Наземная,-1,"43,1 м²","9,3 м²","2,5 м", Молодежная,3,0
Балашиха,6,14,3,82.0,12400000,2006,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,48 м²,12 м²,"2,64 м", Майкла Лунна,5,0
Балашиха,11,19,3,86.0,12540000,2013,Вторичка,1 балкон,Наземная,-1,47 м²,10 м²,"2,7 м", Смельчак,16,Северное Кучино
Балашиха,3,5,3,55.0,6650000,1970,Вторичка,1 балкон,-1,-1,42 м²,6 м²,"2,7 м",проспект Ленина,62,0
Балашиха,2,3,3,94.8,11000000,2023,Вторичка,2 лоджии,Наземная,-1,50 м²,10 м²,3 м, Черняховского,20,0
Балашиха,5,12,3,87.0,15099000,2007,Вторичка,1 лоджия,Открытая,-1,64 м²,14 м²,"2,8 м", Автозаводская,4к1,0
Балашиха,1,9,3,55.0,8500000,-1,Вторичка,1 балкон,Наземная,-1,40 м²,6 м²,"2,6 м", Почтовая,4к1,0
Балашиха,2,9,3,61.9,8990000,1980,Вторичка,1 лоджия,-1,-1,-1,6 м²,-1, Главная,9,0
Балашиха,8,9,3,62.0,7600000,-1,Вторичка,-1,-1,-1,-1,-1,-1, Пионерская,23,0
Балашиха,7,17,3,82.0,11200000,2010,Вторичка,1 балкон,-1,-1,45 м²,15 м²,-1, Речная,15,Южное Кучино
Балашиха,5,17,-1,82.0,2190000,2010,Вторичка,2 лоджии,Наземная,-1,70 м²,10 м²,"2,7 м", Речная,11,Южное Кучино
Балашиха,3,9,3,67.6,8100000,1986,Вторичка,1 лоджия,-1,-1,"39,8 м²","8,5 м²",-1, Адмирала Нахимова,10,0
Балашиха,13,14,3,100.0,24500000,2013,Вторичка,-1,-1,-1,"62,5 м²",20 м²,-1,проспект Ленина,32а,0
Балашиха,1,4,3,87.3,15890000,2011,Вторичка,-1,-1,-1,50 м²,15 м²,-1, Черняховского,18а,0
Балашиха,6,14,3,63.0,9995000,1992,Вторичка,2 лоджии,Наземная,-1,"39,4 м²","8,4 м²",-1,0,1,0
Балашиха,9,9,3,62.5,8000000,-1,Вторичка,1 лоджия,Наземная,-1,"37,3 м²","7,6 м²",-1,Московский бульвар,3,0
Балашиха,11,18,3,77.5,13250000,2018,Вторичка,1 балкон,Наземная,-1,"29,3 м²","28,5 м²","2,8 м", Лукино,51Б,0
Балашиха,15,15,3,87.5,14500000,2020,Вторичка,-1,Многоуровневая,-1,"43,2 м²","18,6 м²","2,66 м", Реутовская,11,Измайловский лес
Балашиха,10,16,3,74.0,11200000,-1,Вторичка,1 лоджия,Наземная,-1,46 м²,14 м²,-1, Граничная,18,0
Балашиха,14,27,3,97.7,14500000,2014,Вторичка,-1,-1,-1,"35,5 м²","30,7 м²",-1,0,29,Булганинский (Щитниковский лес)
Балашиха,3,4,3,102.7,11000000,2015,Вторичка,1 лоджия,-1,-1,54 м²,19 м²,"3,2 м", Соловьева,5к1,Леоновский парк
Балашиха,11,18,3,86.2,13500000,2012,Вторичка,1 лоджия,Открытая,-1,"54,3 м²",18 м²,"2,8 м", Евстафьева,3,"по ул. Евстафьева, д. 1/9 (мкр. 28)"
Балашиха,7,23,3,84.9,11650000,2019,Вторичка,1 лоджия,-1,-1,"49,4 м²","11,2 м²",3 м, Чистопольская,26,Эдельвейс-Комфорт
Балашиха,6,16,3,75.0,14700000,1988,Вторичка,1 балкон,Наземная,-1,40 м²,28 м²,"2,7 м", Пролетарская,5,0
Балашиха,5,5,3,80.7,12350000,1960,Вторичка,-1,Наземная,-1,52 м²,10 м²,"3,1 м",Советская ,12,0
Балашиха,16,16,3,97.9,11850000,2006,Вторичка,2 лоджии,Наземная,-1,"53,5 м²","12,6 м²","2,8 м",Трубецкая ,110,0
Балашиха,4,5,3,56.4,6850000,1965,Вторичка,1 балкон,Наземная,-1,"41,8 м²","5,6 м²","2,5 м",шоссе Энтузиастов,19,0
Балашиха,6,14,3,64.0,9000000,-1,Вторичка,1 лоджия,-1,-1,42 м²,10 м²,-1,Комсомольская ,19,0
Балашиха,13,17,3,78.0,9800000,2015,Вторичка,1 балкон,Наземная,-1,"48,7 м²","9,6 м²","2,75 м", Кожедуба,10,0
Балашиха,5,5,3,57.7,7500000,1974,Вторичка,1 балкон,-1,-1,36 м²,"6,5 м²","2,7 м", Свердлова,7,0
Балашиха,16,17,3,76.0,14500000,2007,Вторичка,1 лоджия,Открытая,-1,46 м²,15 м²,"2,8 м",0,29,Микрорайон 
Балашиха,6,17,3,85.4,12150000,2009,Вторичка,2 лоджии,Наземная,-1,-1,13 м²,"2,74 м", Кольцевая,4/2,Щитниково Янтарный
Балашиха,10,10,3,63.0,7700000,-1,Вторичка,1 балкон,-1,-1,35 м²,"7,6 м²","2,7 м",Солнечная ,5,0
Балашиха,3,16,3,74.9,12990000,-1,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,"47,1 м²",12 м²,3 м, Твардовского,26,0
Балашиха,4,5,3,84.6,12500000,1958,Вторичка,1 балкон,Наземная,-1,"55,1 м²","8,5 м²","2,6 м", Победы,2,0
Балашиха,12,22,3,72.5,10900000,2014,Вторичка,1 лоджия,Наземная,-1,"40,2 м²","11,7 м²","2,7 м", Дмитриева,4,Алексеевская роща
Балашиха,13,14,3,73.1,10900000,-1,Вторичка,2 лоджии,-1,-1,"44,9 м²",10 м²,"2,8 м",бульвар Молодежный,4/5,Щитниково Янтарный
Балашиха,10,17,3,78.0,9700000,2011,Вторичка,1 лоджия,Наземная,-1,44 м²,10 м²,"2,7 м", Кожедуба,10,0
Балашиха,13,25,3,84.1,12500000,2013,Вторичка,1 балкон,-1,-1,45 м²,9 м²,"2,5 м",Балашихинское шоссе,16,0
